Meter_Id,Meter_Id(prefix removed),Cleaned_Date,Weekday,Weekday(number),Week_Number,Region_Code,District,Dwelling_Type,Labeled_Dwelling_type,Num_Occupants,House_Area (sqft),Appliance_Score,Appliance_Score_Grouped,Connected_Load(kw),Load_category(labeled),Temperature_C,Temparature_category,Humidity (%),Cleaned_Expected_Energy(kwh),Cleaned_Actual_Energy(kwh),Usage_Deviation(%),Cluster_Avg_Energy(kwh),Abnormal_Usage,Pattern_Usage,,,
IN-KL-ELC-65776530,65776530,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Independent House,0,2,1793,7,Low,3.51,2,29.41,25-30,47.44,10.39,16.23,56.18%,16.43,1,1,,,
IN-KL-ELC-86684493,86684493,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Independent House,0,5,2781,14,Medium,3.77,2,32.81,>30,58.79,17.12,0.00,-100.00%,17.83,1,0,,,
IN-KL-ELC-61981697,61981697,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Independent House,0,4,905,14,Medium,4.55,2,25.81,25-30,81.33,14.91,15.47,3.76%,16.43,0,0,,,
IN-KL-ELC-48120838,48120838,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,3,2244,12,Medium,4.62,2,30.46,>30,75.67,14.26,15.00,5.19%,17.83,0,1,,,
IN-KL-ELC-47499604,47499604,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2758,8,Low,6.17,3,30.78,>30,75.79,17.43,18.33,5.16%,16.89,0,1,,,
IN-KL-ELC-96914194,96914194,1/11/2023,Wednesday,4,2,IN_KL_ERN,Ernakulam,Apartment,2,4,1982,14,Medium,7.53,3,29.86,25-30,45.58,18.11,16.17,-10.71%,16.61,0,0,,,
IN-KL-ELC-12730697,12730697,1/1/2023,Sunday,1,1,IN_KL_ALP,Alappuzha,Independent House,0,4,760,8,Low,4.75,2,30.42,>30,46.79,14.05,13.28,-5.48%,17.83,0,0,,,
IN-KL-ELC-69080674,69080674,1/15/2023,Sunday,1,3,IN_KL_ALP,Alappuzha,Independent House,0,6,2795,9,Low,2.87,1,26.58,25-30,64.49,14.33,12.82,-10.54%,17.83,1,0,,,
IN-KL-ELC-39118096,39118096,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Apartment,2,3,1256,8,Low,5.18,3,31.35,>30,57.95,13.45,13.48,0.22%,16.61,0,1,,,
IN-KL-ELC-70260372,70260372,1/7/2023,Saturday,7,1,IN_KL_ERN,Ernakulam,Independent House,0,5,1054,8,Low,4.03,2,26.70,25-30,72.01,13.80,22.22,61.05%,16.43,1,1,,,
IN-KL-ELC-60935907,60935907,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1823,20,High,3.54,2,24.33,<25,58.69,13.77,19.94,44.82%,17.26,1,1,,,
IN-KL-ELC-57223180,57223180,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,1213,16,High,4.88,2,28.84,25-30,66.55,16.89,16.88,-0.06%,16.89,0,1,,,
IN-KL-ELC-26636457,26636457,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Independent House,0,6,1031,21,High,3.02,2,29.51,25-30,61.17,19.27,28.03,45.46%,17.83,1,1,,,
IN-KL-ELC-80163233,80163233,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Independent House,0,1,494,11,Medium,7.08,3,30.77,>30,68.09,13.62,10.51,-22.83%,17.83,1,0,,,
IN-KL-ELC-20492608,20492608,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Villa,1,4,922,20,High,3.09,2,40.00,>30,70.2,19.46,18.86,-3.08%,16.28,0,0,,,
IN-KL-ELC-27900080,27900080,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Apartment,2,1,2163,16,High,7.15,3,35.78,>30,49.48,16.59,16.16,-2.59%,16.61,0,1,,,
IN-KL-ELC-21680006,21680006,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Independent House,0,6,1352,17,High,2.52,1,32.50,>30,78.83,18.30,16.40,-10.38%,16.43,0,0,,,
IN-KL-ELC-38968944,38968944,1/29/2023,Sunday,1,5,IN_KL_ERN,Ernakulam,Apartment,2,6,2655,20,High,2.52,1,28.97,25-30,64.68,18.40,34.44,87.17%,16.61,1,1,,,
IN-KL-ELC-13794510,13794510,1/9/2023,Monday,2,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,28.81,25-30,53.67,18.86,18.77,-0.48%,16.89,0,1,,,
IN-KL-ELC-22581767,22581767,1/13/2023,Friday,6,2,IN_KL_ALP,Alappuzha,Independent House,0,5,665,11,Medium,3.83,2,29.97,25-30,53.22,15.41,16.74,8.63%,17.83,0,1,,,
IN-KL-ELC-55367153,55367153,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,490,12,Medium,6.27,3,31.52,>30,54,13.50,13.54,0.30%,16.89,0,1,,,
IN-KL-ELC-70933352,70933352,1/21/2023,Saturday,7,3,IN_KL_ALP,Alappuzha,Independent House,0,3,765,11,Medium,5.43,3,32.31,>30,74.06,14.92,14.63,-1.94%,17.83,0,1,,,
IN-KL-ELC-83633639,83633639,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1490,9,Low,2.88,1,28.23,25-30,82.03,12.57,12.25,-2.55%,16.02,0,0,,,
IN-KL-ELC-11739503,11739503,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Apartment,2,2,866,21,High,6.44,3,31.65,>30,56.84,18.02,16.57,-8.05%,16.61,0,0,,,
IN-KL-ELC-86007090,86007090,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Villa,1,3,1437,13,Medium,6.88,3,30.64,>30,78.55,16.37,15.47,-5.50%,16.28,0,0,,,
IN-KL-ELC-89560912,89560912,1/10/2023,Tuesday,3,2,IN_KL_ALP,Alappuzha,Apartment,2,4,1618,19,High,3.41,2,32.73,>30,82.42,17.50,24.02,37.28%,16.47,1,1,,,
IN-KL-ELC-22704224,22704224,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,476,16,High,3.31,2,26.64,25-30,60.9,13.85,14.07,1.59%,17.26,0,1,,,
IN-KL-ELC-13476673,13476673,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,753,17,High,6.92,3,34.86,>30,59.98,20.11,33.15,64.84%,16.89,1,1,,,
IN-KL-ELC-57340243,57340243,1/28/2023,Saturday,7,4,IN_KL_ERN,Ernakulam,Independent House,0,6,823,7,Low,5.16,3,34.24,>30,53.78,17.14,25.30,47.60%,16.43,1,1,,,
IN-KL-ELC-86774785,86774785,1/20/2023,Friday,6,3,IN_KL_ERN,Ernakulam,Independent House,0,4,2185,19,High,3.67,2,30.66,>30,66.4,17.17,15.95,-7.11%,16.43,0,0,,,
IN-KL-ELC-61700190,61700190,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1371,8,Low,5.28,3,29.63,25-30,71.57,11.00,8.40,-23.64%,16.89,1,0,,,
IN-KL-ELC-63187488,63187488,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Villa,1,2,1907,20,High,5.23,3,33.55,>30,49.87,17.19,16.21,-5.70%,16.28,0,0,,,
IN-KL-ELC-50932588,50932588,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Apartment,2,6,578,10,Low,7.84,3,28.38,25-30,69.08,18.71,34.66,85.24%,16.61,1,1,,,
IN-KL-ELC-66313716,66313716,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2729,16,High,7.47,3,26.37,25-30,64.36,18.82,19.06,1.28%,16.89,0,1,,,
IN-KL-ELC-58776490,58776490,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,1,679,14,Medium,7.14,3,30.68,>30,59.86,14.70,24.63,67.56%,16.47,1,1,,,
IN-KL-ELC-85879717,85879717,1/15/2023,Sunday,1,3,IN_KL_ALP,Alappuzha,Apartment,2,1,2619,15,Medium,5.08,3,31.39,>30,82.15,13.64,12.54,-8.06%,16.47,0,0,,,
IN-KL-ELC-77596010,77596010,1/16/2023,Monday,2,3,IN_KL_ERN,Ernakulam,Apartment,2,1,2316,6,Low,2.69,1,29.01,25-30,82.52,16.61,10.67,-35.79%,16.61,1,0,,,
IN-KL-ELC-22704224,22704224,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,476,16,High,3.31,2,29.90,25-30,80.03,14.56,0.00,-100.00%,17.26,1,0,,,
IN-KL-ELC-56502038,56502038,1/11/2023,Wednesday,4,2,IN_KL_ALP,Alappuzha,Apartment,2,5,2182,20,High,3.09,2,32.29,>30,61.38,18.64,17.43,-6.49%,16.47,0,0,,,
IN-KL-ELC-98073455,98073455,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Villa,1,5,2552,12,Medium,4.45,2,38.36,>30,71.49,18.27,17.22,-5.75%,16.28,0,0,,,
IN-KL-ELC-19637600,19637600,1/6/2023,Friday,6,1,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1833,10,Low,6.97,3,33.34,>30,63.5,17.15,17.78,3.67%,16.02,0,0,,,
IN-KL-ELC-77358119,77358119,1/28/2023,Saturday,7,4,IN_KL_TVM,Thiruvananthapuram,Villa,1,2,577,7,Low,6.60,3,39.00,>30,55.98,14.53,0.00,-100.00%,16.02,1,0,,,
IN-KL-ELC-20063517,20063517,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2560,21,High,4.08,2,34.04,>30,54.14,21.43,23.37,9.05%,16.89,1,1,,,
IN-KL-ELC-66703411,66703411,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Apartment,2,3,888,18,High,2.60,1,30.74,>30,71.45,14.91,15.44,3.55%,16.47,0,0,,,
IN-KL-ELC-16397499,16397499,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Apartment,2,2,2166,13,Medium,3.80,2,30.50,>30,77.08,12.90,13.29,3.02%,16.61,0,1,,,
IN-KL-ELC-57261281,57261281,1/14/2023,Saturday,7,2,IN_KL_ALP,Alappuzha,Apartment,2,1,1776,14,Medium,3.77,2,37.59,>30,55.7,13.40,13.94,4.03%,16.47,0,0,,,
IN-KL-ELC-43990463,43990463,1/11/2023,Wednesday,4,2,IN_KL_ALP,Alappuzha,Independent House,0,3,1361,21,High,7.24,3,27.95,25-30,67.55,18.69,25.08,34.21%,17.83,1,1,,,
IN-KL-ELC-52124353,52124353,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Apartment,2,6,1775,7,Low,3.98,2,29.27,25-30,69.69,15.07,17.17,13.93%,16.47,0,0,,,
IN-KL-ELC-96914194,96914194,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Apartment,2,4,1982,14,Medium,7.53,3,28.44,25-30,71.12,17.72,18.17,2.54%,16.61,0,1,,,
IN-KL-ELC-62801448,62801448,1/16/2023,Monday,2,3,IN_KL_ALP,Alappuzha,Independent House,0,5,1750,16,High,7.82,3,34.93,>30,82.9,21.66,37.02,70.91%,17.83,1,1,,,
IN-KL-ELC-13794510,13794510,1/12/2023,Thursday,5,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,2791,20,High,4.67,2,32.65,>30,83.96,19.96,21.55,7.97%,16.89,0,1,,,
IN-KL-ELC-83561788,83561788,1/23/2023,Monday,2,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2229,16,High,7.43,3,26.56,25-30,57.54,16.76,17.20,2.63%,17.26,0,1,,,
IN-KL-ELC-31345387,31345387,1/17/2023,Tuesday,3,3,IN_KL_ALP,Alappuzha,Independent House,0,3,1480,6,Low,6.11,3,20.39,<25,69.79,11.28,11.23,-0.44%,17.83,1,1,,,
IN-KL-ELC-44179469,44179469,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Apartment,2,1,716,21,High,7.50,3,29.45,25-30,45.25,17.13,18.11,5.72%,16.61,0,1,,,
IN-KL-ELC-92753493,92753493,1/16/2023,Monday,2,3,IN_KL_ERN,Ernakulam,Apartment,2,5,2546,17,High,7.11,3,25.77,25-30,67.62,18.71,19.25,2.89%,16.61,0,1,,,
IN-KL-ELC-68820657,68820657,1/24/2023,Tuesday,3,4,IN_KL_ERN,Ernakulam,Independent House,0,4,833,6,Low,4.72,2,23.72,<25,84.85,11.99,13.05,8.84%,16.43,0,0,,,
IN-KL-ELC-85209853,85209853,1/3/2023,Tuesday,3,1,IN_KL_ALP,Alappuzha,Independent House,0,2,1630,15,Medium,5.71,3,31.74,>30,51.95,15.32,16.27,6.20%,17.83,0,1,,,
IN-KL-ELC-67819755,67819755,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Villa,1,5,2073,12,Medium,4.88,2,34.13,>30,55.18,17.58,17.93,1.99%,16.28,0,0,,,
IN-KL-ELC-12105733,12105733,1/1/2023,Sunday,1,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,916,15,Medium,7.73,3,19.06,<25,57.09,16.51,22.25,34.78%,17.26,1,1,,,
IN-KL-ELC-11739503,11739503,1/25/2023,Wednesday,4,4,IN_KL_ERN,Ernakulam,Apartment,2,2,866,21,High,6.44,3,27.43,25-30,52.86,16.90,28.17,66.71%,16.61,1,1,,,
IN-KL-ELC-61622615,61622615,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,2,1106,8,Low,4.74,2,28.41,25-30,73.04,11.47,12.02,4.80%,17.26,1,1,,,
IN-KL-ELC-69429201,69429201,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Villa,1,2,749,12,Medium,5.97,3,27.97,25-30,51.19,13.65,14.88,9.01%,16.28,0,0,,,
IN-KL-ELC-27570538,27570538,1/8/2023,Sunday,1,2,IN_KL_ALP,Alappuzha,Apartment,2,5,683,18,High,4.76,2,25.40,25-30,81.05,17.29,23.73,37.24%,16.47,1,1,,,
IN-KL-ELC-11824099,11824099,1/20/2023,Friday,6,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,964,13,Medium,7.41,3,33.48,>30,74.57,15.16,16.33,7.72%,16.89,0,1,,,
IN-KL-ELC-37411538,37411538,1/22/2023,Sunday,1,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1837,6,Low,7.27,3,35.03,>30,76.95,15.11,24.32,60.98%,17.26,1,1,,,
IN-KL-ELC-97676491,97676491,1/23/2023,Monday,2,4,IN_KL_ALP,Alappuzha,Apartment,2,3,634,12,Medium,3.21,2,29.01,25-30,76.04,12.91,10.97,-15.03%,16.47,1,0,,,
IN-KL-ELC-46908360,46908360,1/21/2023,Saturday,7,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,886,19,High,5.26,3,29.11,25-30,76.14,15.78,0.00,-100.00%,16.89,1,0,,,
IN-KL-ELC-60241510,60241510,1/10/2023,Tuesday,3,2,IN_KL_ERN,Ernakulam,Apartment,2,4,1452,9,Low,6.63,3,36.83,>30,50.03,17.33,17.60,1.56%,16.61,0,1,,,
IN-KL-ELC-77934995,77934995,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2725,13,Medium,7.29,3,31.14,>30,80.62,16.80,15.87,-5.54%,17.26,0,0,,,
IN-KL-ELC-82309447,82309447,1/1/2023,Sunday,1,1,IN_KL_ERN,Ernakulam,Independent House,0,6,2795,15,Medium,7.46,3,35.93,>30,45.7,22.48,23.28,3.56%,16.43,1,0,,,
IN-KL-ELC-87103622,87103622,1/4/2023,Wednesday,4,1,IN_KL_ERN,Ernakulam,Villa,1,5,2637,13,Medium,5.22,3,31.74,>30,54.39,17.61,21.11,19.85%,16.28,1,0,,,
IN-KL-ELC-88593759,88593759,1/20/2023,Friday,6,3,IN_KL_ERN,Ernakulam,Villa,1,2,2287,13,Medium,7.17,3,33.29,>30,47.31,16.08,17.88,11.19%,16.28,0,0,,,
IN-KL-ELC-84637965,84637965,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Villa,1,5,2284,8,Low,4.40,2,31.87,>30,64.87,15.22,26.01,70.90%,16.26,1,1,,,
IN-KL-ELC-39477221,39477221,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,4,503,21,High,7.72,3,27.62,25-30,70.98,20.00,26.09,30.43%,16.61,1,1,,,
IN-KL-ELC-41369910,41369910,1/30/2023,Monday,2,5,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,1883,15,Medium,3.08,2,26.54,25-30,67.13,13.33,21.61,62.09%,17.26,1,1,,,
IN-KL-ELC-67819755,67819755,1/22/2023,Sunday,1,4,IN_KL_ERN,Ernakulam,Villa,1,5,2073,12,Medium,4.88,2,32.02,>30,64.78,17.06,17.41,2.05%,16.28,0,0,,,
IN-KL-ELC-90250627,90250627,1/29/2023,Sunday,1,5,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2147,9,Low,3.54,2,30.01,>30,81.23,13.41,12.02,-10.37%,16.89,0,0,,,
IN-KL-ELC-84464171,84464171,1/28/2023,Saturday,7,4,IN_KL_ALP,Alappuzha,Independent House,0,1,1498,19,High,6.14,3,27.71,25-30,47.18,15.02,23.75,58.16%,17.83,1,1,,,
IN-KL-ELC-68910616,68910616,1/23/2023,Monday,2,4,IN_KL_ERN,Ernakulam,Independent House,0,6,2161,14,Medium,3.39,2,29.75,25-30,83.86,17.18,20.15,17.27%,16.43,0,0,,,
IN-KL-ELC-61826522,61826522,1/16/2023,Monday,2,3,IN_KL_ALP,Alappuzha,Independent House,0,1,1393,21,High,6.70,3,33.48,>30,68.29,17.55,17.30,-1.42%,17.83,0,1,,,
IN-KL-ELC-52691692,52691692,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Villa,1,2,1018,10,Low,3.40,2,31.83,>30,64.63,11.76,12.34,4.93%,16.28,0,0,,,
IN-KL-ELC-60116792,60116792,1/2/2023,Monday,2,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2570,20,High,3.68,2,27.28,25-30,47.79,14.54,16.98,16.78%,16.89,0,1,,,
IN-KL-ELC-91823655,91823655,1/10/2023,Tuesday,3,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,5,1876,20,High,7.29,3,31.30,>30,49.63,21.58,21.30,-1.30%,17.26,0,1,,,
IN-KL-ELC-68343808,68343808,1/17/2023,Tuesday,3,3,IN_KL_ERN,Ernakulam,Apartment,2,2,2135,8,Low,5.80,3,33.36,>30,48.76,13.18,15.13,14.80%,16.61,0,1,,,
IN-KL-ELC-57223180,57223180,1/14/2023,Saturday,7,2,IN_KL_TVM,Thiruvananthapuram,Independent House,0,5,1213,16,High,4.88,2,34.46,>30,83.38,16.89,18.25,8.05%,16.89,0,1,,,
IN-KL-ELC-20819434,20819434,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Independent House,0,3,2684,14,Medium,4.01,2,27.21,25-30,58.99,13.81,21.57,56.16%,16.43,1,1,,,
IN-KL-ELC-42410429,42410429,1/14/2023,Saturday,7,2,IN_KL_ERN,Ernakulam,Apartment,2,4,2455,7,Low,2.57,1,26.71,25-30,65.33,11.39,12.31,8.08%,16.61,0,1,,,
IN-KL-ELC-97400511,97400511,1/26/2023,Thursday,5,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,2,2458,6,Low,7.21,3,33.06,>30,76.34,16.89,23.54,39.38%,16.89,1,1,,,
IN-KL-ELC-36789255,36789255,1/5/2023,Thursday,5,1,IN_KL_ERN,Ernakulam,Independent House,0,1,1818,15,Medium,3.90,2,33.28,>30,45.2,13.09,13.60,3.90%,16.43,0,0,,,
IN-KL-ELC-79615917,79615917,1/4/2023,Wednesday,4,1,IN_KL_ALP,Alappuzha,Independent House,0,6,612,8,Low,6.32,3,40.05,>30,82.04,19.95,23.13,15.94%,17.83,1,1,,,
IN-KL-ELC-25737030,25737030,1/4/2023,Wednesday,4,1,IN_KL_ERN,Ernakulam,Independent House,0,4,2725,11,Medium,3.75,2,38.33,>30,59.74,16.05,16.61,3.49%,16.43,0,0,,,
IN-KL-ELC-55029458,55029458,1/29/2023,Sunday,1,5,IN_KL_ALP,Alappuzha,Apartment,2,1,2364,16,High,7.53,3,32.24,>30,73.36,16.07,0.00,-100.00%,16.47,1,0,,,
IN-KL-ELC-91345884,91345884,1/21/2023,Saturday,7,3,IN_KL_ERN,Ernakulam,Independent House,0,1,2406,6,Low,6.52,3,30.69,>30,62.08,16.43,11.12,-32.32%,16.43,1,0,,,
IN-KL-ELC-50138855,50138855,1/15/2023,Sunday,1,3,IN_KL_ALP,Alappuzha,Apartment,2,2,1651,7,Low,6.12,3,31.04,>30,54.18,12.63,14.00,10.85%,16.47,0,0,,,
IN-KL-ELC-42410429,42410429,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Apartment,2,4,2455,7,Low,2.57,1,30.30,>30,56.52,12.03,12.70,5.57%,16.61,0,1,,,
IN-KL-ELC-34698377,34698377,1/8/2023,Sunday,1,2,IN_KL_ERN,Ernakulam,Independent House,0,3,1330,18,High,3.19,2,19.14,<25,52.44,12.72,13.57,6.68%,16.43,0,0,,,
IN-KL-ELC-79964262,79964262,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Independent House,0,4,1633,19,High,7.82,3,30.12,>30,80.74,20.15,19.50,-3.23%,16.43,0,0,,,
IN-KL-ELC-42959637,42959637,1/3/2023,Tuesday,3,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2052,8,Low,7.50,3,32.23,>30,63.13,16.56,16.00,-3.38%,16.89,0,1,,,
IN-KL-ELC-11027367,11027367,1/25/2023,Wednesday,4,4,IN_KL_ALP,Alappuzha,Villa,1,3,2649,14,Medium,3.90,2,29.04,25-30,51.45,14.12,16.56,17.27%,16.26,0,0,,,
IN-KL-ELC-15833790,15833790,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2209,11,Medium,4.97,2,23.51,<25,84.62,13.70,15.39,12.34%,16.89,0,1,,,
IN-KL-ELC-46022951,46022951,1/30/2023,Monday,2,5,IN_KL_ALP,Alappuzha,Apartment,2,3,2697,19,High,4.93,2,27.39,25-30,76.98,16.19,15.28,-5.62%,16.47,0,0,,,
IN-KL-ELC-88110681,88110681,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Independent House,0,6,1114,15,Medium,4.17,2,30.78,>30,52.01,18.39,18.51,0.65%,16.43,0,0,,,
IN-KL-ELC-63597471,63597471,1/7/2023,Saturday,7,1,IN_KL_ALP,Alappuzha,Independent House,0,2,2460,13,Medium,6.73,3,32.94,>30,55.49,15.66,17.36,10.86%,17.83,0,1,,,
IN-KL-ELC-69047090,69047090,1/24/2023,Tuesday,3,4,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,2276,6,Low,2.95,1,28.33,25-30,84.49,8.40,13.73,63.41%,16.89,1,1,,,
IN-KL-ELC-24569037,24569037,1/27/2023,Friday,6,4,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,36.47,>30,60.94,15.93,15.61,-2.01%,16.28,0,0,,,
IN-KL-ELC-17499006,17499006,1/27/2023,Friday,6,4,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,2424,16,High,5.47,3,26.93,25-30,64.94,15.46,14.82,-4.14%,17.26,0,1,,,
IN-KL-ELC-46022951,46022951,1/12/2023,Thursday,5,2,IN_KL_ALP,Alappuzha,Apartment,2,3,2697,19,High,4.93,2,28.76,25-30,69.66,16.53,0.00,-100.00%,16.47,1,0,,,
IN-KL-ELC-69957771,69957771,1/2/2023,Monday,2,1,IN_KL_ERN,Ernakulam,Apartment,2,2,2148,13,Medium,5.81,3,27.79,25-30,79.12,13.83,0.00,-100.00%,16.61,1,0,,,
IN-KL-ELC-44100893,44100893,1/13/2023,Friday,6,2,IN_KL_ERN,Ernakulam,Villa,1,2,889,6,Low,2.98,1,25.61,25-30,57.88,9.09,8.04,-11.55%,16.28,1,0,,,
IN-KL-ELC-91609437,91609437,1/5/2023,Thursday,5,1,IN_KL_TVM,Thiruvananthapuram,Apartment,2,6,1529,6,Low,3.62,2,31.96,>30,81.26,15.05,13.23,-12.09%,17.26,0,0,,,
IN-KL-ELC-29058334,29058334,1/6/2023,Friday,6,1,IN_KL_ERN,Ernakulam,Independent House,0,2,816,17,High,5.71,3,25.13,25-30,52.92,14.49,15.68,8.21%,16.43,0,0,,,
IN-KL-ELC-24569037,24569037,1/26/2023,Thursday,5,4,IN_KL_ERN,Ernakulam,Villa,1,4,1470,6,Low,6.43,3,33.03,>30,62.48,15.18,15.45,1.78%,16.28,0,0,,,
IN-KL-ELC-19637600,19637600,1/17/2023,Tuesday,3,3,IN_KL_TVM,Thiruvananthapuram,Villa,1,4,1833,10,Low,6.97,3,28.53,25-30,55.28,15.97,16.43,2.88%,16.02,0,0,,,
IN-KL-ELC-55308456,55308456,1/9/2023,Monday,2,2,IN_KL_ERN,Ernakulam,Independent House,0,3,1341,8,Low,5.83,3,32.64,>30,51.75,14.21,13.84,-2.60%,16.43,0,0,,,
IN-KL-ELC-72267329,72267329,1/18/2023,Wednesday,4,3,IN_KL_ERN,Ernakulam,Villa,1,2,1438,13,Medium,4.71,2,26.82,25-30,58.77,12.84,13.26,3.27%,16.28,0,0,,,
IN-KL-ELC-46022951,46022951,1/18/2023,Wednesday,4,3,IN_KL_ALP,Alappuzha,Apartment,2,3,2697,19,High,4.93,2,29.45,25-30,73.64,16.71,25.18,50.69%,16.47,1,1,,,
IN-KL-ELC-20774414,20774414,1/16/2023,Monday,2,3,IN_KL_ALP,Alappuzha,Independent House,0,6,1967,18,High,7.83,3,29.51,25-30,45.98,21.81,23.34,7.02%,17.83,1,1,,,
IN-KL-ELC-66925143,66925143,1/4/2023,Wednesday,4,1,IN_KL_TVM,Thiruvananthapuram,Independent House,0,6,2681,7,Low,7.13,3,37.55,>30,60.6,19.59,19.28,-1.58%,16.89,0,1,,,
IN-KL-ELC-44586533,44586533,1/15/2023,Sunday,1,3,IN_KL_ERN,Ernakulam,Apartment,2,2,2032,16,High,3.16,2,24.95,<25,65.49,12.36,11.87,-3.96%,16.61,0,1,,,
IN-KL-ELC-18533227,18533227,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,4,2790,21,High,4.08,2,37.85,>30,49.48,20.13,18.74,-6.91%,17.26,0,0,,,
IN-KL-ELC-66694772,66694772,1/19/2023,Thursday,5,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,1,1962,14,Medium,6.90,3,30.74,>30,84.12,14.53,16.78,15.47%,16.89,0,1,,,
IN-KL-ELC-29961688,29961688,1/11/2023,Wednesday,4,2,IN_KL_TVM,Thiruvananthapuram,Apartment,2,3,810,21,High,5.07,3,28.12,25-30,70.69,17.15,17.27,0.70%,17.26,0,1,,,
IN-KL-ELC-90250627,90250627,1/15/2023,Sunday,1,3,IN_KL_TVM,Thiruvananthapuram,Independent House,0,4,2147,9,Low,3.54,2,29.84,25-30,62.13,13.37,12.75,-4.64%,16.89,0,1,,,
IN-KL-ELC-36527734,36527734,1/26/2023,Thursday,5,4,IN_KL_ALP,Alappuzha,Apartment,2,1,769,16,High,3.76,2,29.19,25-30,48.86,12.56,16.72,33.15%,16.47,1,1,,,
